line,sid,msg,status,category,reason,rule
16,161,MALWARE-BACKDOOR Matrix 2.0 Client connect,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert udp $EXTERNAL_NET 3344 -> $HOME_NET 3345 ( msg:""MALWARE-BACKDOOR Matrix 2.0 Client connect""; flow:to_server; content:""activate""; metadata:ruleset community; classtype:misc-activity; sid:161; rev:10; )"
17,162,MALWARE-BACKDOOR Matrix 2.0 Server access,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert udp $EXTERNAL_NET 3345 -> $HOME_NET 3344 ( msg:""MALWARE-BACKDOOR Matrix 2.0 Server access""; flow:to_server; content:""logged in""; metadata:ruleset community; classtype:misc-activity; sid:162; rev:10; )"
18,163,MALWARE-BACKDOOR WinCrash 1.0 Server Active,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $HOME_NET 5714 -> $EXTERNAL_NET any ( msg:""MALWARE-BACKDOOR WinCrash 1.0 Server Active""; flow:stateless; flags:AS,12; content:""|B4 B4|""; metadata:ruleset community; classtype:misc-activity; sid:163; rev:14; )"
20,195,MALWARE-BACKDOOR DeepThroat 3.1 Server Response,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert udp $HOME_NET 2140 -> $EXTERNAL_NET any ( msg:""MALWARE-BACKDOOR DeepThroat 3.1 Server Response""; flow:to_client; content:""Ahhhh My Mouth Is Open""; metadata:ruleset community; reference:nessus,10053; classtype:trojan-activity; sid:195; rev:15; )"
22,209,MALWARE-BACKDOOR w00w00 attempt,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $TELNET_SERVERS 23 ( msg:""MALWARE-BACKDOOR w00w00 attempt""; flow:to_server,established; content:""w00w00""; metadata:ruleset community; classtype:attempted-admin; sid:209; rev:9; )"
23,210,MALWARE-BACKDOOR attempt,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $TELNET_SERVERS 23 ( msg:""MALWARE-BACKDOOR attempt""; flow:to_server,established; content:""backdoor"",nocase; metadata:ruleset community; classtype:attempted-admin; sid:210; rev:7; )"
24,211,MALWARE-BACKDOOR MISC r00t attempt,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $TELNET_SERVERS 23 ( msg:""MALWARE-BACKDOOR MISC r00t attempt""; flow:to_server,established; content:""r00t""; metadata:ruleset community; classtype:attempted-admin; sid:211; rev:7; )"
25,212,MALWARE-BACKDOOR MISC rewt attempt,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $TELNET_SERVERS 23 ( msg:""MALWARE-BACKDOOR MISC rewt attempt""; flow:to_server,established; content:""rewt""; metadata:ruleset community; classtype:attempted-admin; sid:212; rev:7; )"
26,213,MALWARE-BACKDOOR MISC Linux rootkit attempt,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $TELNET_SERVERS 23 ( msg:""MALWARE-BACKDOOR MISC Linux rootkit attempt""; flow:to_server,established; content:""wh00t!""; metadata:ruleset community; reference:url,attack.mitre.org/techniques/T1014; classtype:attempted-admin; sid:213; rev:9; )"
27,214,MALWARE-BACKDOOR MISC Linux rootkit attempt lrkr0x,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $TELNET_SERVERS 23 ( msg:""MALWARE-BACKDOOR MISC Linux rootkit attempt lrkr0x""; flow:to_server,established; content:""lrkr0x""; metadata:ruleset community; reference:url,attack.mitre.org/techniques/T1014; classtype:attempted-admin; sid:214; rev:9; )"
28,215,MALWARE-BACKDOOR MISC Linux rootkit attempt,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $TELNET_SERVERS 23 ( msg:""MALWARE-BACKDOOR MISC Linux rootkit attempt""; flow:to_server,established; content:""d13hh["",nocase; metadata:ruleset community; reference:url,attack.mitre.org/techniques/T1014; classtype:attempted-admin; sid:215; rev:9; )"
29,216,MALWARE-BACKDOOR MISC Linux rootkit satori attempt,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $TELNET_SERVERS 23 ( msg:""MALWARE-BACKDOOR MISC Linux rootkit satori attempt""; flow:to_server,established; content:""satori""; metadata:ruleset community; reference:url,attack.mitre.org/techniques/T1014; classtype:attempted-admin; sid:216; rev:12; )"
30,217,MALWARE-BACKDOOR MISC sm4ck attempt,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $TELNET_SERVERS 23 ( msg:""MALWARE-BACKDOOR MISC sm4ck attempt""; flow:to_server,established; content:""hax0r""; metadata:ruleset community; classtype:attempted-admin; sid:217; rev:7; )"
31,218,MALWARE-BACKDOOR MISC Solaris 2.5 attempt,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $TELNET_SERVERS 23 ( msg:""MALWARE-BACKDOOR MISC Solaris 2.5 attempt""; flow:to_server,established; content:""friday""; metadata:ruleset community; classtype:attempted-user; sid:218; rev:8; )"
32,219,MALWARE-BACKDOOR HidePak backdoor attempt,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $TELNET_SERVERS 23 ( msg:""MALWARE-BACKDOOR HidePak backdoor attempt""; flow:to_server,established; content:""StoogR""; metadata:ruleset community; classtype:misc-activity; sid:219; rev:10; )"
33,220,MALWARE-BACKDOOR HideSource backdoor attempt,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $TELNET_SERVERS 23 ( msg:""MALWARE-BACKDOOR HideSource backdoor attempt""; flow:to_server,established; content:""wank""; metadata:ruleset community; classtype:misc-activity; sid:220; rev:10; )"
34,221,PROTOCOL-ICMP TFN Probe,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP TFN Probe""; icmp_id:678; itype:8; content:""1234"",fast_pattern,nocase; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:221; rev:12; )"
35,222,PROTOCOL-ICMP tfn2k icmp possible communication,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP tfn2k icmp possible communication""; icmp_id:0; itype:0; content:""AAAAAAAAAA"",fast_pattern,nocase; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:222; rev:10; )"
36,223,MALWARE-OTHER Trin00 Daemon to Master PONG message detected,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert udp $EXTERNAL_NET any -> $HOME_NET [31335,35555] ( msg:""MALWARE-OTHER Trin00 Daemon to Master PONG message detected""; flow:to_server; content:""PONG"",fast_pattern,nocase; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:223; rev:13; )"
38,225,PROTOCOL-ICMP Stacheldraht gag server response,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert icmp $HOME_NET any -> $EXTERNAL_NET any ( msg:""PROTOCOL-ICMP Stacheldraht gag server response""; icmp_id:669; itype:0; content:""sicken""; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:225; rev:13; )"
39,226,PROTOCOL-ICMP Stacheldraht server response,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert icmp $HOME_NET any -> $EXTERNAL_NET any ( msg:""PROTOCOL-ICMP Stacheldraht server response""; icmp_id:667; itype:0; content:""ficken""; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:226; rev:13; )"
40,227,PROTOCOL-ICMP Stacheldraht client spoofworks,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Stacheldraht client spoofworks""; icmp_id:1000; itype:0; content:""spoofworks""; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:227; rev:13; )"
41,228,PROTOCOL-ICMP TFN client command BE,discarded,unsupported_payload_scan,pcre sem ancora de intervalo reconhecida pelo script; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP TFN client command BE""; icmp_id:456; icmp_seq:0; itype:0; pcre:""/^[0-9]{1,5}\x00/""; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:228; rev:11; )"
42,229,PROTOCOL-ICMP Stacheldraht client check skillz,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Stacheldraht client check skillz""; icmp_id:666; itype:0; content:""skillz""; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:229; rev:12; )"
43,230,MALWARE-OTHER shaft client login to handler,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $HOME_NET 20432 -> $EXTERNAL_NET any ( msg:""MALWARE-OTHER shaft client login to handler""; flow:to_client,established; content:""login|3A|"",fast_pattern,nocase; metadata:ruleset community; reference:cve,2000-0138; reference:url,security.royans.net/info/posts/bugtraq_ddos3.shtml; classtype:attempted-dos; sid:230; rev:13; )"
44,231,MALWARE-OTHER Trin00 Daemon to Master message detected,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert udp $EXTERNAL_NET any -> $HOME_NET 31335 ( msg:""MALWARE-OTHER Trin00 Daemon to Master message detected""; flow:to_server; content:""l44"",fast_pattern,nocase; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:231; rev:11; )"
45,232,MALWARE-OTHER Trin00 Daemon to Master *HELLO* message detected,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert udp $EXTERNAL_NET any -> $HOME_NET 31335 ( msg:""MALWARE-OTHER Trin00 Daemon to Master *HELLO* message detected""; flow:to_server; content:""*HELLO*""; metadata:ruleset community; reference:cve,2000-0138; reference:url,www.sans.org/newlook/resources/IDFAQ/trinoo.htm; classtype:attempted-dos; sid:232; rev:13; )"
46,233,MALWARE-OTHER Trin00 Attacker to Master default startup password,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $HOME_NET 27665 ( msg:""MALWARE-OTHER Trin00 Attacker to Master default startup password""; flow:to_server,established; content:""betaalmostdone""; metadata:ruleset community; reference:cve,2000-0138; reference:url,attack.mitre.org/techniques/T1078; classtype:attempted-dos; sid:233; rev:11; )"
47,234,MALWARE-OTHER Trin00 Attacker to Master default password,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $HOME_NET 27665 ( msg:""MALWARE-OTHER Trin00 Attacker to Master default password""; flow:to_server,established; content:""gOrave""; metadata:ruleset community; reference:cve,2000-0138; reference:url,attack.mitre.org/techniques/T1078; classtype:attempted-dos; sid:234; rev:9; )"
48,235,MALWARE-OTHER Trin00 Attacker to Master default mdie password,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $HOME_NET 27665 ( msg:""MALWARE-OTHER Trin00 Attacker to Master default mdie password""; flow:to_server,established; content:""killme""; metadata:ruleset community; reference:cve,2000-0138; reference:url,attack.mitre.org/techniques/T1078; classtype:attempted-dos; sid:235; rev:9; )"
49,236,PROTOCOL-ICMP Stacheldraht client check gag,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Stacheldraht client check gag""; icmp_id:668; itype:0; content:""gesundheit!""; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:236; rev:13; )"
50,237,MALWARE-OTHER Trin00 Master to Daemon default password attempt,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert udp $EXTERNAL_NET any -> $HOME_NET 27444 ( msg:""MALWARE-OTHER Trin00 Master to Daemon default password attempt""; flow:to_server; content:""l44adsl""; metadata:ruleset community; reference:cve,2000-0138; reference:url,attack.mitre.org/techniques/T1078; classtype:attempted-dos; sid:237; rev:11; )"
51,238,PROTOCOL-ICMP TFN server response,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert icmp $HOME_NET any -> $EXTERNAL_NET any ( msg:""PROTOCOL-ICMP TFN server response""; icmp_id:123; itype:0; content:""shell bound""; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:238; rev:14; )"
52,239,MALWARE-OTHER shaft handler to agent,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert udp $EXTERNAL_NET any -> $HOME_NET 18753 ( msg:""MALWARE-OTHER shaft handler to agent""; flow:to_server; content:""alive tijgu""; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:239; rev:10; )"
53,240,MALWARE-OTHER shaft agent to handler,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert udp $EXTERNAL_NET any -> $HOME_NET 20433 ( msg:""MALWARE-OTHER shaft agent to handler""; flow:to_server; content:""alive""; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:240; rev:10; )"
54,243,MALWARE-OTHER mstream agent to handler,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert udp $EXTERNAL_NET any -> $HOME_NET 6838 ( msg:""MALWARE-OTHER mstream agent to handler""; flow:to_server; content:""newserver""; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:243; rev:8; )"
55,244,MALWARE-OTHER mstream handler to agent,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert udp $EXTERNAL_NET any -> $HOME_NET 10498 ( msg:""MALWARE-OTHER mstream handler to agent""; flow:to_server; content:""stream/""; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:244; rev:8; )"
56,245,MALWARE-OTHER mstream handler ping to agent,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert udp $EXTERNAL_NET any -> $HOME_NET 10498 ( msg:""MALWARE-OTHER mstream handler ping to agent""; flow:to_server; content:""ping""; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:245; rev:8; )"
57,246,MALWARE-OTHER mstream agent pong to handler,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert udp $EXTERNAL_NET any -> $HOME_NET 10498 ( msg:""MALWARE-OTHER mstream agent pong to handler""; flow:to_server; content:""pong""; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:246; rev:8; )"
58,247,MALWARE-OTHER mstream client to handler,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $HOME_NET 12754 ( msg:""MALWARE-OTHER mstream client to handler""; flow:to_server,established; content:"">""; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:247; rev:8; )"
59,248,MALWARE-OTHER mstream handler to client,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $HOME_NET 12754 -> $EXTERNAL_NET any ( msg:""MALWARE-OTHER mstream handler to client""; flow:to_client,established; content:"">""; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:248; rev:8; )"
60,250,MALWARE-OTHER mstream handler to client,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $HOME_NET 15104 -> $EXTERNAL_NET any ( msg:""MALWARE-OTHER mstream handler to client""; flow:to_client,established; content:"">""; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:250; rev:10; )"
61,251,PROTOCOL-ICMP - TFN client command LE,discarded,unsupported_payload_scan,pcre sem ancora de intervalo reconhecida pelo script; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP - TFN client command LE""; icmp_id:51201; icmp_seq:0; itype:0; pcre:""/^[0-9]{1,5}\x00/""; metadata:ruleset community; reference:cve,2000-0138; classtype:attempted-dos; sid:251; rev:11; )"
62,253,PROTOCOL-DNS SPOOF query response PTR with TTL of 1 min. and no authority,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert udp $EXTERNAL_NET 53 -> $HOME_NET any ( msg:""PROTOCOL-DNS SPOOF query response PTR with TTL of 1 min. and no authority""; flow:to_client; content:""|85 80 00 01 00 01 00 00 00 00|""; content:""|C0 0C 00 0C 00 01 00 00 00|<|00 0F|"",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; service:dns; classtype:bad-unknown; sid:253; rev:15; )"
64,255,PROTOCOL-DNS dns zone transfer via TCP detected,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; usa operador de payload sem intervalo absoluto reconhecido; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $HOME_NET 53 ( msg:""PROTOCOL-DNS dns zone transfer via TCP detected""; flow:to_server,established; content:""|00 01 00 00 00 00 00|"",depth 8,offset 6; byte_test:1,!&,0xF8,4; content:""|00 00 FC 00 01|"",fast_pattern; isdataat:!1,relative; metadata:policy max-detect-ips drop,ruleset community; service:dns; reference:cve,1999-0532; reference:nessus,10595; classtype:attempted-recon; sid:255; rev:24; )"
67,258,SERVER-OTHER Bind Buffer Overflow via NXT records,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $HOME_NET 53 ( msg:""SERVER-OTHER Bind Buffer Overflow via NXT records""; flow:to_server,established; content:""../../../"",fast_pattern,nocase; metadata:ruleset community; service:dns; reference:bugtraq,788; reference:cve,1999-0833; classtype:attempted-admin; sid:258; rev:17; )"
68,259,SERVER-OTHER Bind Buffer Overflow via NXT records named overflow ADM,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $HOME_NET 53 ( msg:""SERVER-OTHER Bind Buffer Overflow via NXT records named overflow ADM""; flow:to_server,established; content:""thisissometempspaceforthesockinaddrinyeahyeahiknowthisislamebutanywaywhocareshorizongotitworkingsoalliscool"",fast_pattern,nocase; metadata:ruleset community; service:dns; reference:bugtraq,788; reference:cve,1999-0833; classtype:attempted-admin; sid:259; rev:18; )"
69,260,SERVER-OTHER Bind Buffer Overflow via NXT records named overflow ADMROCKS,discarded,unsupported_payload_scan,content sem offset/depth/distance/within; padrao pode aparecer em qualquer byte; cabecalho/fluxo aparece junto de payload sem posicao segura,"alert tcp $EXTERNAL_NET any -> $HOME_NET 53 ( msg:""SERVER-OTHER Bind Buffer Overflow via NXT records named overflow ADMROCKS""; flow:to_server,established; content:""ADMROCKS""; metadata:ruleset community; service:dns; reference:bugtraq,788; reference:cve,1999-0833; reference:url,www.cert.org/advisories/CA-1999-14.html; classtype:attempted-admin; sid:260; rev:19; )"
