line,sid,msg,status,category,reason,rule
1330,1940,SERVER-OTHER bootp invalid hardware type,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert udp $EXTERNAL_NET any -> $HOME_NET 67 ( msg:""SERVER-OTHER bootp invalid hardware type""; flow:to_server; content:""|01|"",depth 1; byte_test:1,>,7,1; metadata:policy max-detect-ips drop,ruleset community; reference:cve,1999-0798; classtype:misc-activity; sid:1940; rev:9; )"
1346,1957,PROTOCOL-RPC sadmind UDP PING,review,relative_payload_position,"cadeia com distance/within ancorada, mas o adaptador atual ainda nao recalcula posicoes relativas","alert udp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-RPC sadmind UDP PING""; content:""|00 01 87 88|"",depth 4,offset 12; content:""|00 00 00 00|"",within 4,distance 4; content:""|00 00 00 00|"",depth 4,offset 4; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,866; reference:cve,1999-0977; reference:nessus,10229; classtype:protocol-command-decode; sid:1957; rev:16; )"
1348,1959,PROTOCOL-RPC portmap NFS request UDP,review,relative_payload_position,"cadeia com distance/within ancorada, mas o adaptador atual ainda nao recalcula posicoes relativas; usa operador de payload ainda nao suportado automaticamente pelo adaptador","alert udp $EXTERNAL_NET any -> $HOME_NET 111 ( msg:""PROTOCOL-RPC portmap NFS request UDP""; content:""|00 01 86 A0|"",depth 4,offset 12; content:""|00 00 00 03|"",within 4,distance 4; byte_jump:4,4,relative,align; byte_jump:4,4,relative,align; content:""|00 01 86 A3|"",within 4; content:""|00 00 00 00|"",depth 4,offset 4; metadata:policy max-detect-ips drop,ruleset community; service:sunrpc; classtype:rpc-portmap-decode; sid:1959; rev:14; )"
1350,1961,PROTOCOL-RPC portmap RQUOTA request UDP,review,relative_payload_position,"cadeia com distance/within ancorada, mas o adaptador atual ainda nao recalcula posicoes relativas; usa operador de payload ainda nao suportado automaticamente pelo adaptador","alert udp $EXTERNAL_NET any -> $HOME_NET 111 ( msg:""PROTOCOL-RPC portmap RQUOTA request UDP""; content:""|00 01 86 A0|"",depth 4,offset 12; content:""|00 00 00 03|"",within 4,distance 4; byte_jump:4,4,relative,align; byte_jump:4,4,relative,align; content:""|00 01 86 AB|"",within 4; content:""|00 00 00 00|"",depth 4,offset 4; metadata:policy max-detect-ips drop,ruleset community; service:sunrpc; classtype:rpc-portmap-decode; sid:1961; rev:14; )"
1352,1963,PROTOCOL-RPC RQUOTA getquota overflow attempt UDP,review,relative_payload_position,"cadeia com distance/within ancorada, mas o adaptador atual ainda nao recalcula posicoes relativas; usa operador de payload ainda nao suportado automaticamente pelo adaptador","alert udp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-RPC RQUOTA getquota overflow attempt UDP""; content:""|00 01 86 AB|"",depth 4,offset 12; content:""|00 00 00 01|"",within 4,distance 4; byte_jump:4,4,relative,align; byte_jump:4,4,relative,align; byte_test:4,>,128,0,relative; content:""|00 00 00 00|"",depth 4,offset 4; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,864; reference:cve,1999-0974; classtype:misc-attack; sid:1963; rev:15; )"
1376,1987,SERVER-OTHER xfs overflow attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $HOME_NET 7100 ( msg:""SERVER-OTHER xfs overflow attempt""; flow:to_server,established; isdataat:512; content:""B|00 02|"",depth 3; metadata:ruleset community; reference:bugtraq,6241; reference:cve,2002-1317; reference:nessus,11188; classtype:misc-activity; sid:1987; rev:11; )"
1432,2043,INDICATOR-SCAN isakmp login failed,review,relative_payload_position,"cadeia com distance/within ancorada, mas o adaptador atual ainda nao recalcula posicoes relativas","alert udp $HOME_NET 500 -> $EXTERNAL_NET 500 ( msg:""INDICATOR-SCAN isakmp login failed""; content:""|10 05|"",depth 2,offset 17; content:""|00 00 00 01 01 00 00 18|"",within 8,distance 13; metadata:policy max-detect-ips drop,ruleset community; reference:url,attack.mitre.org/techniques/T1018; reference:url,attack.mitre.org/techniques/T1040; reference:url,attack.mitre.org/techniques/T1046; classtype:misc-activity; sid:2043; rev:8; )"
1438,2050,SERVER-MSSQL version overflow attempt,review,size_dependent_rule,usa dsize/stream_size; a lavagem altera tamanho e pode exigir ajuste proprio,"alert udp $EXTERNAL_NET any -> $HOME_NET 1434 ( msg:""SERVER-MSSQL version overflow attempt""; flow:to_server; dsize:>100; content:""|04|"",depth 1; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,5310; reference:cve,2002-0649; reference:nessus,10674; reference:url,technet.microsoft.com/en-us/security/bulletin/MS02-039; classtype:attempted-admin; sid:2050; rev:19; )"
1475,2088,PROTOCOL-RPC ypupdated arbitrary command attempt UDP,review,relative_payload_position,"cadeia com distance/within ancorada, mas o adaptador atual ainda nao recalcula posicoes relativas; usa operador de payload ainda nao suportado automaticamente pelo adaptador","alert udp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-RPC ypupdated arbitrary command attempt UDP""; content:""|00 01 86 BC|"",depth 4,offset 12; content:""|00 00 00 01|"",within 4,distance 4; byte_jump:4,4,relative,align; byte_jump:4,4,relative,align; content:""|7C|"",distance 4; content:""|00 00 00 00|"",depth 4,offset 4; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; reference:bugtraq,1749; reference:bugtraq,28383; reference:cve,1999-0208; classtype:misc-attack; sid:2088; rev:17; )"
1508,2126,OS-WINDOWS Microsoft Windows PPTP Start Control Request buffer overflow attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $HOME_NET 1723 ( msg:""OS-WINDOWS Microsoft Windows PPTP Start Control Request buffer overflow attempt""; flow:to_server,established,no_stream; isdataat:156; content:""|00 01|"",depth 2,offset 2; content:""|00 01|"",depth 2,offset 8; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,5807; reference:cve,2002-1214; reference:nessus,11178; reference:url,technet.microsoft.com/en-us/security/bulletin/MS02-063; classtype:attempted-admin; sid:2126; rev:16; )"
1613,2257,OS-WINDOWS DCERPC Messenger Service buffer overflow attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert udp $EXTERNAL_NET any -> $HOME_NET 135 ( msg:""OS-WINDOWS DCERPC Messenger Service buffer overflow attempt""; content:""|04 00|"",depth 2; byte_test:1,>,15,2,relative; byte_jump:4,86,relative,little,align; byte_jump:4,8,relative,little,align; byte_test:4,>,1024,0,relative,little; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,8826; reference:cve,2003-0717; reference:nessus,11888; reference:nessus,11890; reference:url,technet.microsoft.com/en-us/security/bulletin/MS03-043; classtype:attempted-admin; sid:2257; rev:16; )"
1717,2376,SERVER-OTHER ISAKMP first payload certificate request length overflow attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert udp $EXTERNAL_NET any -> $HOME_NET 500 ( msg:""SERVER-OTHER ISAKMP first payload certificate request length overflow attempt""; flow:to_server; byte_test:4,>,2043,24; content:""|07|"",depth 1,offset 16; byte_test:2,>,2043,30; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,9582; reference:cve,2004-0040; classtype:attempted-admin; sid:2376; rev:9; )"
1718,2377,SERVER-OTHER ISAKMP second payload certificate request length overflow attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert udp $EXTERNAL_NET any -> $HOME_NET 500 ( msg:""SERVER-OTHER ISAKMP second payload certificate request length overflow attempt""; flow:to_server; byte_test:4,>,2043,24; content:""|07|"",depth 1,offset 28; byte_jump:2,30; byte_test:2,>,2043,-2,relative; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,9582; reference:cve,2004-0040; classtype:attempted-admin; sid:2377; rev:9; )"
1791,2462,SERVER-OTHER Ethereal IGMP IGAP account overflow attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert ip any any -> any any ( msg:""SERVER-OTHER Ethereal IGMP IGAP account overflow attempt""; ip_proto:2; byte_test:1,>,63,0; byte_test:1,<,67,0; byte_test:1,>,16,12; metadata:ruleset community; reference:bugtraq,9952; reference:cve,2004-0176; reference:cve,2004-0367; classtype:attempted-admin; sid:2462; rev:10; )"
1792,2463,SERVER-OTHER Ethereal IGMP IGAP message overflow attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert ip any any -> any any ( msg:""SERVER-OTHER Ethereal IGMP IGAP message overflow attempt""; ip_proto:2; byte_test:1,>,63,0; byte_test:1,<,67,0; byte_test:1,>,64,13; metadata:ruleset community; reference:bugtraq,9952; reference:cve,2004-0176; reference:cve,2004-0367; classtype:attempted-admin; sid:2463; rev:10; )"
1793,2464,SERVER-OTHER Ethereal EIGRP prefix length overflow attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert ip any any -> any any ( msg:""SERVER-OTHER Ethereal EIGRP prefix length overflow attempt""; ip_proto:88; byte_test:1,>,32,44; metadata:ruleset community; reference:bugtraq,9952; reference:cve,2004-0176; reference:cve,2004-0367; classtype:attempted-admin; sid:2464; rev:10; )"
1797,2486,SERVER-OTHER ISAKMP invalid identification payload attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert udp $EXTERNAL_NET any -> $HOME_NET 500 ( msg:""SERVER-OTHER ISAKMP invalid identification payload attempt""; flow:to_server; content:""|05|"",depth 1,offset 16; byte_test:1,!&,1,19; byte_test:1,>,8,32; byte_test:2,>,0,30; byte_test:2,<,10,30; byte_test:2,!=,8,30; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,10004; reference:cve,2004-0184; classtype:attempted-dos; sid:2486; rev:14; )"
1803,2511,OS-WINDOWS DCERPC NCADG-IP-UDP lsass DsRolerUpgradeDownlevelServer overflow attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert udp $EXTERNAL_NET any -> $HOME_NET [135,138,1024:] ( msg:""OS-WINDOWS DCERPC NCADG-IP-UDP lsass DsRolerUpgradeDownlevelServer overflow attempt""; dce_iface:uuid 3919286a-b10c-11d0-9ba8-00c04fd92ef5; dce_opnum:""9""; dce_stub_data; byte_test:4,>,256,0,dce; metadata:policy max-detect-ips drop,ruleset community; service:netbios-dgm; reference:bugtraq,10108; reference:cve,2003-0533; reference:nessus,12205; reference:url,technet.microsoft.com/en-us/security/bulletin/MS04-011; classtype:attempted-admin; sid:2511; rev:22; )"
1823,2563,NETBIOS NS lookup response name overflow attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert udp $EXTERNAL_NET 137 -> $HOME_NET 137 ( msg:""NETBIOS NS lookup response name overflow attempt""; byte_test:1,&,0x80,2; content:""|00 01|"",depth 2,offset 6; byte_test:1,>,32,12; metadata:policy max-detect-ips drop,ruleset community; service:netbios-ns; reference:bugtraq,10333; reference:cve,2004-0444; reference:url,www.eeye.com/html/Research/Advisories/AD20040512A.html; classtype:attempted-admin; sid:2563; rev:8; )"
1824,2564,NETBIOS NS lookup short response attempt,review,size_dependent_rule,usa operador de payload ainda nao suportado automaticamente pelo adaptador; usa dsize/stream_size; a lavagem altera tamanho e pode exigir ajuste proprio,"alert udp $EXTERNAL_NET 137 -> $HOME_NET 137 ( msg:""NETBIOS NS lookup short response attempt""; dsize:<56; byte_test:1,&,0x80,2; content:""|00 01|"",depth 2,offset 6; metadata:policy max-detect-ips drop,ruleset community; service:netbios-ns; reference:bugtraq,10335; reference:cve,2004-0444; reference:url,www.eeye.com/html/Research/Advisories/AD20040512C.html; classtype:attempted-admin; sid:2564; rev:8; )"
1880,2656,SERVER-WEBAPP SSLv2 Client_Hello Challenge Length overflow attempt,review,normalized_buffer_rule,usa operador de payload ainda nao suportado automaticamente pelo adaptador; usa buffer normalizado/camada de aplicacao; offset pode nao corresponder ao pacote bruto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 ( msg:""SERVER-WEBAPP SSLv2 Client_Hello Challenge Length overflow attempt""; flow:to_server,established; ssl_version:sslv2; ssl_state:client_hello; content:""|01 00 02|"",depth 3,offset 2; byte_test:1,>,127,0; byte_test:2,>,32,9; metadata:policy max-detect-ips drop,ruleset community; service:ssl; reference:bugtraq,11015; reference:cve,2004-0826; classtype:attempted-admin; sid:2656; rev:22; )"
1881,2657,SERVER-WEBAPP SSLv2 Client_Hello with pad Challenge Length overflow attempt,review,normalized_buffer_rule,usa operador de payload ainda nao suportado automaticamente pelo adaptador; usa buffer normalizado/camada de aplicacao; offset pode nao corresponder ao pacote bruto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 ( msg:""SERVER-WEBAPP SSLv2 Client_Hello with pad Challenge Length overflow attempt""; flow:to_server,established; ssl_version:sslv2; ssl_state:client_hello; content:""|01 00 02|"",depth 3,offset 2; byte_test:2,>,32,9; metadata:policy max-detect-ips drop,ruleset community; service:ssl; classtype:attempted-admin; sid:2657; rev:20; )"
2141,2936,OS-WINDOWS DCERPC NCACN-IP-TCP nddeapi NDdeSetTrustedShareW overflow attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $HOME_NET [139,445] ( msg:""OS-WINDOWS DCERPC NCACN-IP-TCP nddeapi NDdeSetTrustedShareW overflow attempt""; flow:to_server,established; dce_iface:uuid 2f5f3220-c126-1076-b549-074d078619da; dce_opnum:""12""; dce_stub_data; isdataat:256; content:!""|00|"",depth 256,offset 12; metadata:ruleset community; service:netbios-ssn; reference:bugtraq,11372; reference:cve,2004-0206; reference:url,technet.microsoft.com/en-us/security/bulletin/ms04-031; classtype:attempted-admin; sid:2936; rev:18; )"
2143,3006,SERVER-OTHER Volition Freespace 2 buffer overflow attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert udp $EXTERNAL_NET 7808 -> $HOME_NET any ( msg:""SERVER-OTHER Volition Freespace 2 buffer overflow attempt""; flow:to_client; content:""|00 E1|..|B4 00 00 00|"",depth 8; isdataat:160,relative; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,9785; classtype:misc-attack; sid:3006; rev:7; )"
2223,3089,SERVER-OTHER squid WCCP I_SEE_YOU message overflow attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert udp $EXTERNAL_NET any -> $HOME_NET 2048 ( msg:""SERVER-OTHER squid WCCP I_SEE_YOU message overflow attempt""; flow:to_server; content:""|00 00 00 08|"",depth 4; byte_test:4,>,32,16; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,12275; reference:cve,2005-0095; classtype:attempted-user; sid:3089; rev:10; )"
2253,3171,OS-WINDOWS DCERPC NCADG-IP-UDP msqueue function 4 overflow attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert udp $EXTERNAL_NET any -> $HOME_NET [135,1024:] ( msg:""OS-WINDOWS DCERPC NCADG-IP-UDP msqueue function 4 overflow attempt""; dce_iface:uuid 975201b0-59ca-11d0-a8d5-00a0c90d8051; dce_opnum:""4""; dce_stub_data; byte_test:4,>,128,8,dce; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:dcerpc; reference:cve,2005-0059; reference:url,technet.microsoft.com/en-us/security/bulletin/MS05-017; classtype:attempted-admin; sid:3171; rev:16; )"
2257,3195,OS-WINDOWS name query overflow attempt TCP,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $HOME_NET 137 ( msg:""OS-WINDOWS name query overflow attempt TCP""; flow:to_server,established; byte_test:1,&,64,2; content:"" "",offset 12; isdataat:56,relative; metadata:policy max-detect-ips drop,ruleset community; service:netbios-ns; reference:bugtraq,9624; reference:cve,2003-0825; reference:nessus,15912; reference:url,technet.microsoft.com/en-us/security/bulletin/ms04-006; classtype:attempted-admin; sid:3195; rev:11; )"
2258,3196,OS-WINDOWS name query overflow attempt UDP,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert udp $EXTERNAL_NET any -> $HOME_NET 137 ( msg:""OS-WINDOWS name query overflow attempt UDP""; byte_test:1,&,64,2; content:"" "",offset 12; isdataat:56,relative; metadata:policy max-detect-ips drop,ruleset community; service:netbios-ns; reference:bugtraq,9624; reference:cve,2003-0825; reference:nessus,15912; reference:url,technet.microsoft.com/en-us/security/bulletin/ms04-006; classtype:attempted-admin; sid:3196; rev:9; )"
2259,3199,OS-WINDOWS Microsoft Windows WINS name query overflow attempt TCP,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $HOME_NET 42 ( msg:""OS-WINDOWS Microsoft Windows WINS name query overflow attempt TCP""; flow:established; byte_test:1,&,64,2; content:"" "",offset 12; isdataat:56,relative; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,9624; reference:cve,2003-0825; reference:nessus,15912; reference:url,technet.microsoft.com/en-us/security/bulletin/MS04-006; classtype:attempted-admin; sid:3199; rev:12; )"
2260,3200,OS-WINDOWS Microsoft Windows WINS name query overflow attempt UDP,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert udp $EXTERNAL_NET any -> $HOME_NET 42 ( msg:""OS-WINDOWS Microsoft Windows WINS name query overflow attempt UDP""; flow:to_server; byte_test:1,&,64,2; content:"" "",offset 12; isdataat:56,relative; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,9624; reference:cve,2003-0825; reference:nessus,15912; reference:url,technet.microsoft.com/en-us/security/bulletin/MS04-006; classtype:attempted-admin; sid:3200; rev:13; )"
2263,3234,OS-WINDOWS Messenger message little endian overflow attempt,review,relative_payload_position,"cadeia com distance/within ancorada, mas o adaptador atual ainda nao recalcula posicoes relativas; usa operador de payload ainda nao suportado automaticamente pelo adaptador","alert udp $EXTERNAL_NET any -> $HOME_NET 135 ( msg:""OS-WINDOWS Messenger message little endian overflow attempt""; content:""|04 00|"",depth 2; byte_test:1,&,16,2,relative; content:""|F8 91|{Z|00 FF D0 11 A9 B2 00 C0|O|B6 E6 FC|"",within 16,distance 22; content:""|00 00|"",within 2,distance 28; byte_jump:4,18,relative,little,align; byte_jump:4,8,relative,little,align; byte_test:4,>,1024,8,relative,little; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,8826; reference:cve,2003-0717; classtype:attempted-admin; sid:3234; rev:6; )"
2264,3235,OS-WINDOWS Messenger message overflow attempt,review,relative_payload_position,"cadeia com distance/within ancorada, mas o adaptador atual ainda nao recalcula posicoes relativas; usa operador de payload ainda nao suportado automaticamente pelo adaptador","alert udp $EXTERNAL_NET any -> $HOME_NET 135 ( msg:""OS-WINDOWS Messenger message overflow attempt""; content:""|04 00|"",depth 2; byte_test:1,!&,16,2,relative; content:""|F8 91|{Z|00 FF D0 11 A9 B2 00 C0|O|B6 E6 FC|"",within 16,distance 22; content:""|00 00|"",within 2,distance 28; byte_jump:4,18,relative,align; byte_jump:4,8,relative,align; byte_test:4,>,1024,8,relative; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,8826; reference:cve,2003-0717; classtype:attempted-admin; sid:3235; rev:6; )"
2278,3457,SERVER-OTHER Arkeia backup client type 77 overflow attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $HOME_NET 617 ( msg:""SERVER-OTHER Arkeia backup client type 77 overflow attempt""; flow:to_server,established; content:""|00|M"",depth 2; byte_test:2,>,23,6; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; reference:bugtraq,12594; reference:cve,2005-0491; reference:nessus,17158; classtype:attempted-user; sid:3457; rev:14; )"
2279,3458,SERVER-OTHER Arkeia backup client type 84 overflow attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $HOME_NET 617 ( msg:""SERVER-OTHER Arkeia backup client type 84 overflow attempt""; flow:to_server,established; content:""|00|T"",depth 2; byte_test:2,>,255,6; isdataat:263; content:!""|00|"",depth 255,offset 8; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; reference:bugtraq,12594; reference:cve,2005-0491; classtype:attempted-user; sid:3458; rev:9; )"
2299,17314,FILE-IDENTIFY OLE document file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""FILE-IDENTIFY OLE document file magic detected""; flow:to_client,established; file_data; content:""|D0 CF 11 E0 A1 B1 1A E1|"",depth 8; flowbits:set,file.ole; flowbits:set,file.fpx; flowbits:noalert; metadata:policy balanced-ips alert,policy connectivity-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:ftp-data,http,imap,pop3; classtype:misc-activity; sid:17314; rev:27; )"
2317,20478,FILE-IDENTIFY PNG file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""FILE-IDENTIFY PNG file magic detected""; flow:to_client,established; file_data; content:""|89|PNG|0D 0A 1A 0A|"",depth 8; flowbits:set,file.png; flowbits:noalert; metadata:policy balanced-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:ftp-data,http,imap,pop3; classtype:misc-activity; sid:20478; rev:22; )"
2318,20480,FILE-IDENTIFY JPEG file magic detection,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""FILE-IDENTIFY JPEG file magic detection""; flow:to_client,established; file_data; content:""|FF D8 FF|"",depth 3; flowbits:set,file.jpeg; flowbits:noalert; metadata:policy balanced-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:ftp-data,http,imap,pop3; classtype:misc-activity; sid:20480; rev:21; )"
