line,sid,msg,status,category,reason,rule
154,385,PROTOCOL-ICMP traceroute,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP traceroute""; itype:8; ttl:1; metadata:ruleset community; classtype:attempted-recon; sid:385; rev:8; )"
155,386,PROTOCOL-ICMP Address Mask Reply,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $HOME_NET any -> $EXTERNAL_NET any ( msg:""PROTOCOL-ICMP Address Mask Reply""; icode:0; itype:18; metadata:ruleset community; classtype:misc-activity; sid:386; rev:8; )"
156,387,PROTOCOL-ICMP Address Mask Reply undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Address Mask Reply undefined code""; icode:>0; itype:18; metadata:ruleset community; classtype:misc-activity; sid:387; rev:10; )"
157,388,PROTOCOL-ICMP Address Mask Request,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Address Mask Request""; icode:0; itype:17; metadata:ruleset community; classtype:misc-activity; sid:388; rev:8; )"
158,389,PROTOCOL-ICMP Address Mask Request undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Address Mask Request undefined code""; icode:>0; itype:17; metadata:ruleset community; classtype:misc-activity; sid:389; rev:10; )"
159,390,PROTOCOL-ICMP Alternate Host Address,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Alternate Host Address""; icode:0; itype:6; metadata:ruleset community; classtype:misc-activity; sid:390; rev:8; )"
160,391,PROTOCOL-ICMP Alternate Host Address undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Alternate Host Address undefined code""; icode:>0; itype:6; metadata:ruleset community; classtype:misc-activity; sid:391; rev:11; )"
161,392,PROTOCOL-ICMP Datagram Conversion Error,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Datagram Conversion Error""; icode:0; itype:31; metadata:ruleset community; classtype:misc-activity; sid:392; rev:8; )"
162,393,PROTOCOL-ICMP Datagram Conversion Error undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Datagram Conversion Error undefined code""; icode:>0; itype:31; metadata:ruleset community; classtype:misc-activity; sid:393; rev:11; )"
163,394,PROTOCOL-ICMP Destination Unreachable Destination Host Unknown,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Destination Unreachable Destination Host Unknown""; icode:7; itype:3; metadata:ruleset community; classtype:misc-activity; sid:394; rev:9; )"
164,395,PROTOCOL-ICMP Destination Unreachable Destination Network Unknown,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Destination Unreachable Destination Network Unknown""; icode:6; itype:3; metadata:ruleset community; classtype:misc-activity; sid:395; rev:9; )"
165,396,PROTOCOL-ICMP Destination Unreachable Fragmentation Needed and DF bit was set,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Destination Unreachable Fragmentation Needed and DF bit was set""; icode:4; itype:3; metadata:policy max-detect-ips drop,ruleset community; reference:cve,2004-0790; reference:cve,2005-0068; reference:cve,2015-7759; classtype:misc-activity; sid:396; rev:12; )"
166,397,PROTOCOL-ICMP Destination Unreachable Host Precedence Violation,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Destination Unreachable Host Precedence Violation""; icode:14; itype:3; metadata:ruleset community; classtype:misc-activity; sid:397; rev:9; )"
167,398,PROTOCOL-ICMP Destination Unreachable Host Unreachable for Type of Service,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Destination Unreachable Host Unreachable for Type of Service""; icode:12; itype:3; metadata:ruleset community; classtype:misc-activity; sid:398; rev:9; )"
168,399,PROTOCOL-ICMP Destination Unreachable Host Unreachable,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Destination Unreachable Host Unreachable""; icode:1; itype:3; metadata:ruleset community; classtype:misc-activity; sid:399; rev:9; )"
169,400,PROTOCOL-ICMP Destination Unreachable Network Unreachable for Type of Service,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Destination Unreachable Network Unreachable for Type of Service""; icode:11; itype:3; metadata:ruleset community; classtype:misc-activity; sid:400; rev:10; )"
170,401,PROTOCOL-ICMP Destination Unreachable Network Unreachable,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Destination Unreachable Network Unreachable""; icode:0; itype:3; metadata:ruleset community; classtype:misc-activity; sid:401; rev:9; )"
171,402,PROTOCOL-ICMP destination unreachable port unreachable packet detected,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP destination unreachable port unreachable packet detected""; icode:3; itype:3; metadata:policy max-detect-ips drop,ruleset community; reference:cve,2004-0790; reference:cve,2005-0068; classtype:misc-activity; sid:402; rev:16; )"
172,403,PROTOCOL-ICMP Destination Unreachable Precedence Cutoff in effect,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Destination Unreachable Precedence Cutoff in effect""; icode:15; itype:3; metadata:ruleset community; classtype:misc-activity; sid:403; rev:9; )"
173,404,PROTOCOL-ICMP Destination Unreachable Protocol Unreachable,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Destination Unreachable Protocol Unreachable""; icode:2; itype:3; metadata:policy max-detect-ips drop,ruleset community; reference:cve,2004-0790; reference:cve,2005-0068; classtype:misc-activity; sid:404; rev:14; )"
174,405,PROTOCOL-ICMP Destination Unreachable Source Host Isolated,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Destination Unreachable Source Host Isolated""; icode:8; itype:3; metadata:ruleset community; classtype:misc-activity; sid:405; rev:9; )"
175,406,PROTOCOL-ICMP Destination Unreachable Source Route Failed,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Destination Unreachable Source Route Failed""; icode:5; itype:3; metadata:ruleset community; classtype:misc-activity; sid:406; rev:9; )"
176,407,PROTOCOL-ICMP Destination Unreachable cndefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Destination Unreachable cndefined code""; icode:>15; itype:3; metadata:ruleset community; classtype:misc-activity; sid:407; rev:10; )"
177,408,PROTOCOL-ICMP Echo Reply,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Echo Reply""; icode:0; itype:0; metadata:ruleset community; classtype:misc-activity; sid:408; rev:8; )"
178,409,PROTOCOL-ICMP Echo Reply undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Echo Reply undefined code""; icode:>0; itype:0; metadata:ruleset community; classtype:misc-activity; sid:409; rev:10; )"
179,410,PROTOCOL-ICMP Fragment Reassembly Time Exceeded,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Fragment Reassembly Time Exceeded""; icode:1; itype:11; metadata:ruleset community; classtype:misc-activity; sid:410; rev:8; )"
180,411,PROTOCOL-ICMP IPV6 I-Am-Here,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP IPV6 I-Am-Here""; icode:0; itype:34; metadata:ruleset community; classtype:misc-activity; sid:411; rev:8; )"
181,412,PROTOCOL-ICMP IPV6 I-Am-Here undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP IPV6 I-Am-Here undefined code""; icode:>0; itype:34; metadata:ruleset community; classtype:misc-activity; sid:412; rev:10; )"
182,413,PROTOCOL-ICMP IPV6 Where-Are-You,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP IPV6 Where-Are-You""; icode:0; itype:33; metadata:ruleset community; classtype:misc-activity; sid:413; rev:8; )"
183,414,PROTOCOL-ICMP IPV6 Where-Are-You undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP IPV6 Where-Are-You undefined code""; icode:>0; itype:33; metadata:ruleset community; classtype:misc-activity; sid:414; rev:10; )"
184,415,PROTOCOL-ICMP Information Reply,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $HOME_NET any -> $EXTERNAL_NET any ( msg:""PROTOCOL-ICMP Information Reply""; icode:0; itype:16; metadata:ruleset community; classtype:misc-activity; sid:415; rev:8; )"
185,416,PROTOCOL-ICMP Information Reply undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $HOME_NET any -> $EXTERNAL_NET any ( msg:""PROTOCOL-ICMP Information Reply undefined code""; icode:>0; itype:16; metadata:ruleset community; classtype:misc-activity; sid:416; rev:10; )"
186,417,PROTOCOL-ICMP Information Request,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Information Request""; icode:0; itype:15; metadata:ruleset community; classtype:misc-activity; sid:417; rev:8; )"
187,418,PROTOCOL-ICMP Information Request undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Information Request undefined code""; icode:>0; itype:15; metadata:ruleset community; classtype:misc-activity; sid:418; rev:10; )"
188,419,PROTOCOL-ICMP Mobile Host Redirect,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Mobile Host Redirect""; icode:0; itype:32; metadata:ruleset community; classtype:misc-activity; sid:419; rev:8; )"
189,420,PROTOCOL-ICMP Mobile Host Redirect undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Mobile Host Redirect undefined code""; icode:>0; itype:32; metadata:ruleset community; classtype:misc-activity; sid:420; rev:10; )"
190,421,PROTOCOL-ICMP Mobile Registration Reply,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Mobile Registration Reply""; icode:0; itype:36; metadata:ruleset community; classtype:misc-activity; sid:421; rev:8; )"
191,422,PROTOCOL-ICMP Mobile Registration Reply undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Mobile Registration Reply undefined code""; icode:>0; itype:36; metadata:ruleset community; classtype:misc-activity; sid:422; rev:10; )"
192,423,PROTOCOL-ICMP Mobile Registration Request,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Mobile Registration Request""; icode:0; itype:35; metadata:ruleset community; classtype:misc-activity; sid:423; rev:8; )"
193,424,PROTOCOL-ICMP Mobile Registration Request undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Mobile Registration Request undefined code""; icode:>0; itype:35; metadata:ruleset community; classtype:misc-activity; sid:424; rev:10; )"
194,425,PROTOCOL-ICMP Parameter Problem Bad Length,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Parameter Problem Bad Length""; icode:2; itype:12; metadata:ruleset community; classtype:misc-activity; sid:425; rev:9; )"
195,426,PROTOCOL-ICMP Parameter Problem Missing a Required Option,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Parameter Problem Missing a Required Option""; icode:1; itype:12; metadata:ruleset community; classtype:misc-activity; sid:426; rev:10; )"
196,427,PROTOCOL-ICMP Parameter Problem Unspecified Error,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Parameter Problem Unspecified Error""; icode:0; itype:12; metadata:ruleset community; classtype:misc-activity; sid:427; rev:9; )"
197,428,PROTOCOL-ICMP Parameter Problem undefined Code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Parameter Problem undefined Code""; icode:>2; itype:12; metadata:ruleset community; classtype:misc-activity; sid:428; rev:10; )"
198,429,PROTOCOL-ICMP Photuris Reserved,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Photuris Reserved""; icode:0; itype:40; metadata:ruleset community; classtype:misc-activity; sid:429; rev:9; )"
199,430,PROTOCOL-ICMP Photuris Unknown Security Parameters Index,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Photuris Unknown Security Parameters Index""; icode:1; itype:40; metadata:ruleset community; classtype:misc-activity; sid:430; rev:9; )"
200,431,"PROTOCOL-ICMP Photuris Valid Security Parameters, But Authentication Failed",included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Photuris Valid Security Parameters, But Authentication Failed""; icode:2; itype:40; metadata:ruleset community; classtype:misc-activity; sid:431; rev:9; )"
201,432,"PROTOCOL-ICMP Photuris Valid Security Parameters, But Decryption Failed",included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Photuris Valid Security Parameters, But Decryption Failed""; icode:3; itype:40; metadata:ruleset community; classtype:misc-activity; sid:432; rev:9; )"
202,433,PROTOCOL-ICMP Photuris undefined code!,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Photuris undefined code!""; icode:>3; itype:40; metadata:ruleset community; classtype:misc-activity; sid:433; rev:11; )"
203,436,PROTOCOL-ICMP Redirect for TOS and Host,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Redirect for TOS and Host""; icode:3; itype:5; metadata:ruleset community; reference:cve,1999-0265; classtype:misc-activity; sid:436; rev:10; )"
204,437,PROTOCOL-ICMP Redirect for TOS and Network,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Redirect for TOS and Network""; icode:2; itype:5; metadata:ruleset community; reference:cve,1999-0265; classtype:misc-activity; sid:437; rev:10; )"
205,438,PROTOCOL-ICMP Redirect undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Redirect undefined code""; icode:>3; itype:5; metadata:ruleset community; reference:cve,1999-0265; classtype:misc-activity; sid:438; rev:13; )"
206,439,PROTOCOL-ICMP Reserved for Security Type 19,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Reserved for Security Type 19""; icode:0; itype:19; metadata:ruleset community; classtype:misc-activity; sid:439; rev:9; )"
207,440,PROTOCOL-ICMP Reserved for Security Type 19 undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Reserved for Security Type 19 undefined code""; icode:>0; itype:19; metadata:ruleset community; classtype:misc-activity; sid:440; rev:10; )"
208,441,PROTOCOL-ICMP Router Advertisement,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Router Advertisement""; icode:0; itype:9; metadata:ruleset community; classtype:misc-activity; sid:441; rev:10; )"
209,443,PROTOCOL-ICMP Router Selection,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Router Selection""; icode:0; itype:10; metadata:ruleset community; classtype:misc-activity; sid:443; rev:9; )"
210,445,PROTOCOL-ICMP SKIP,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP SKIP""; icode:0; itype:39; metadata:ruleset community; classtype:misc-activity; sid:445; rev:8; )"
211,446,PROTOCOL-ICMP SKIP undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP SKIP undefined code""; icode:>0; itype:39; metadata:ruleset community; classtype:misc-activity; sid:446; rev:10; )"
212,448,PROTOCOL-ICMP Source Quench undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Source Quench undefined code""; icode:>0; itype:4; metadata:ruleset community; classtype:misc-activity; sid:448; rev:10; )"
213,449,PROTOCOL-ICMP Time-To-Live Exceeded in Transit,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $HOME_NET any -> $EXTERNAL_NET any ( msg:""PROTOCOL-ICMP Time-To-Live Exceeded in Transit""; icode:0; itype:11; metadata:ruleset community; classtype:misc-activity; sid:449; rev:9; )"
214,450,PROTOCOL-ICMP Time-To-Live Exceeded in Transit undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $HOME_NET any -> $EXTERNAL_NET any ( msg:""PROTOCOL-ICMP Time-To-Live Exceeded in Transit undefined code""; icode:>1; itype:11; metadata:ruleset community; classtype:misc-activity; sid:450; rev:11; )"
215,451,PROTOCOL-ICMP Timestamp Reply,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Timestamp Reply""; icode:0; itype:14; metadata:ruleset community; classtype:misc-activity; sid:451; rev:8; )"
216,452,PROTOCOL-ICMP Timestamp Reply undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Timestamp Reply undefined code""; icode:>0; itype:14; metadata:ruleset community; classtype:misc-activity; sid:452; rev:10; )"
217,453,PROTOCOL-ICMP Timestamp Request,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Timestamp Request""; icode:0; itype:13; metadata:ruleset community; classtype:misc-activity; sid:453; rev:8; )"
218,454,PROTOCOL-ICMP Timestamp Request undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Timestamp Request undefined code""; icode:>0; itype:13; metadata:ruleset community; classtype:misc-activity; sid:454; rev:10; )"
219,456,PROTOCOL-ICMP Traceroute,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Traceroute""; icode:0; itype:30; metadata:ruleset community; classtype:misc-activity; sid:456; rev:8; )"
220,457,PROTOCOL-ICMP Traceroute undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Traceroute undefined code""; icode:>0; itype:30; metadata:ruleset community; classtype:misc-activity; sid:457; rev:10; )"
221,458,PROTOCOL-ICMP unassigned type 1,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP unassigned type 1""; icode:0; itype:1; metadata:ruleset community; classtype:misc-activity; sid:458; rev:12; )"
222,459,PROTOCOL-ICMP unassigned type 1 undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP unassigned type 1 undefined code""; itype:1; metadata:ruleset community; classtype:misc-activity; sid:459; rev:12; )"
223,460,PROTOCOL-ICMP unassigned type 2,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP unassigned type 2""; icode:0; itype:2; metadata:ruleset community; classtype:misc-activity; sid:460; rev:12; )"
224,461,PROTOCOL-ICMP unassigned type 2 undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP unassigned type 2 undefined code""; itype:2; metadata:ruleset community; classtype:misc-activity; sid:461; rev:12; )"
